"Beta0","BetaCoeff1","Time1","Gamma","Rho","N","S_0","I_0","R_0","loglik","loglik.se"
3.49709584343514,1.18881068985479,1.47991598277161,0.772746660856852,0.722881865018422,170,169,1,0,-61.5353896578555,0.0768319037171585
3.15161162408286,1.01244442112824,8.48543421009959,1.73905847396461,0.658161129337447,170,169,1,0,-61.5413798143839,0.0588790466039407
3.55853216405735,1.03078526502435,1.25215767808703,0.828305133940365,0.845818090459154,170,169,1,0,-61.5513199520098,0.0963339351599685
4.61338317501704,0.376155010631163,0.0835540293673285,1.11539593004981,0.767532872954291,170,169,1,0,-61.605686276854,0.0775765689642397
3.6258186444265,0.125323665308218,5.6646796477928,1.73047354532347,0.624204547820326,170,169,1,0,-61.6425480328535,0.0556181159967422
3.32327805936675,0.220995846366634,1.19800110773109,1.50059824606639,0.749513637991865,170,169,1,0,-61.6678686332658,0.0978517511889181
3.25100701315333,0.372152078150029,13.1369154107794,1.87818308557122,0.691050444695816,170,169,1,0,-61.6899088311277,0.107041414189956
3.40352870364746,1.58532325754974,7.14412974555582,2.01091802373864,0.701168012510419,170,169,1,0,-61.7247282150788,0.153696449266571
3.4042801054004,1.35023192887683,6.21483790710635,1.91447374803853,0.689358448185219,170,169,1,0,-61.7565641305203,0.125600382894037
3.23754138133522,1.1939651112495,10.1829442488221,1.86423489437877,0.742686167354259,170,169,1,0,-61.8492608541039,0.127595559887688
2.99280331620569,2.85754252875441,12.9031471125643,1.88501819123051,0.776178377977463,170,169,1,0,-61.9660229203985,0.11503917849156
5.07811851949679,0.539415264802085,0.189419766858094,0.906177759039201,0.803909425226814,170,169,1,0,-62.1355539344223,0.0773917355104169
2.98073431838109,1.03783227157686,7.30512880298916,1.96661464088582,0.789111612341969,170,169,1,0,-62.1657114014309,0.168679910630217
2.73007170911862,0.593820730405074,1.26530795165608,1.01962325302689,0.956722840135788,170,169,1,0,-62.2425502178799,0.181944105195534
3.2476034348002,1.19855493745717,6.92994574769648,2.25416558910948,0.844343642062408,170,169,1,0,-62.3738996183898,0.0945824211998244
6.58124053390373,0.813415991429881,8.8325104187736,0.552649376227703,0.524956139904743,170,169,1,0,-62.381686131893,0.0290588139928587
2.61924320629272,0.455885602435182,4.52334049539432,1.88139981551642,0.829437273157724,170,169,1,0,-62.5627882438515,0.0734895862264384
3.31628678235032,0.638226226059937,4.75356259365849,2.48218794045754,0.919949220809795,170,169,1,0,-62.5809097779289,0.145702163665912
4.28438892849635,2.14869921780703,1.5073968864902,0.785902824513582,0.940967279183679,170,169,1,0,-62.6377811040095,0.168707897493723
2.93084763653082,0.878623552567814,4.83809855069332,2.23163478543941,0.983558435457972,170,169,1,0,-62.6911275599781,0.160976439231925
2.89940775089502,0.608407184894764,4.08153501698464,2.08525984182761,0.975388551509995,170,169,1,0,-62.7515665505346,0.195033711250353
3.22183665645025,1.22155412430549,7.42959973712693,2.04534715267856,0.903939981859379,170,169,1,0,-62.7614410901473,0.144610311484037
2.86849596901723,0.813407618779732,8.83662547968707,2.28099558290701,0.961681656496608,170,169,1,0,-62.861903002616,0.1883215941238
2.48475690744618,1.13679896485244,9.16032407880113,1.63049253225043,0.934436625686583,170,169,1,0,-62.8783791311186,0.153057021488325
3.23522319871442,0.281803670090281,14.7994672993056,2.37168790976606,0.935052508373231,170,169,1,0,-62.991230303228,0.126531429546853
2.68185972691657,0.514682304037155,2.39650458984897,1.29122797114987,0.867910741007276,170,169,1,0,-63.1000613600661,0.161227859108425
3.29397217373656,0.0808548234072146,4.18402962639551,2.47324463975153,0.9800432947932,170,169,1,0,-63.2445374996377,0.174742800182432
2.34136144575443,0.521884197231776,8.52625698351248,1.68897797925578,0.958923124997208,170,169,1,0,-63.3328870099727,0.184342625679329
2.40882465155487,1.1406771451019,7.20234501867253,1.50695189819125,0.870905059798093,170,169,1,0,-63.432960290952,0.105968430930263
3.03235159864775,1.21079763279166,2.01833750224356,1.10601020478321,0.933084943981698,170,169,1,0,-64.5308896073753,0.187625426032239
6.09899216198379,1.53227829091681,4.62334624138971,0.486394890737075,0.594187279769549,170,169,1,0,-65.4569306931253,0.103839567818693
1.928903492342,0.42629088787449,8.78218720793117,1.2858497192307,0.994549018693433,170,169,1,0,-65.5753404971821,1.0300728728976
0.86549605405517,2.35044087903378,3.37698206949718,0.561865236889092,0.779206390165237,170,169,1,0,-140.734351788091,0.616137420445267
0.815323639680612,0.216588338975928,5.40254262006054,0.949204286172562,0.554492964689167,170,169,1,0,-148.383832581892,0.843156507214414
3.99746332740211,3.24861976844598,3.61054307989833,0.0514524926224962,0.686591948405236,170,169,1,0,-160.33387430292,0.209298414991907
3.58466200458443,0.279885818843034,4.29611385678546,0.0346678322352075,0.923914218185048,170,169,1,0,-161.727177483361,0.371165010880249
3.24735551367212,0.167659072724887,1.12467985308725,0.0590437386349367,0.764066047873392,170,169,1,0,-162.392816046997,0.187119445186625
8.68380916979831,0.284947458718208,1.83641098593182,0.041942534449789,0.983538207600121,170,169,1,0,-165.099564055864,0.334598932538415
1.81164686569385,0.333329862686034,6.48375035861145,0.0167083569903301,0.543179077066745,170,169,1,0,-213.386579869112,0.118885825961268
0.0831184840800087,0.527237799467227,4.58828588358864,0.00864856409309153,0.772531546199449,170,169,1,0,-234.933439516691,0.00201358943086863
0.527691804233334,2.0987028764903,0.599835676162269,0.0306011432672574,0.915415637184158,170,169,1,0,-235.133938359211,0.00337947091963308
0.238248055852451,1.51030082347043,1.02676000871178,0.385572491623091,0.65403238570616,170,169,1,0,-235.23882386503,0.00427923305627928
0.451564995567885,0.969285763115423,0.313127071420793,1.19289648015938,0.417364682537799,170,169,1,0,-235.262297279987,0.00224735319059031
0.261365154774075,0.596899202615093,0.118041023634203,0.625227893985001,0.715952200823209,170,169,1,0,-235.357394495789,0.00310308094795488
1.54356523854278,1.81917627871583,0.0785310758812173,0.829770044793265,0.499086885780654,170,169,1,0,-235.374847662755,0.00416099311147811
0.100939211712374,0.167176187728817,4.8232418589106,0.424038024250915,0.933398358596755,170,169,1,0,-235.424944325086,0.00592995271674592
1.14821704060759,1.05205126017613,0.140224675181159,1.20827112401157,0.464053528019972,170,169,1,0,-235.424971356542,0.00322638138843124
0.106594506382692,1.4380786084238,11.3684423107514,0.43068594394225,0.99113037684637,170,169,1,0,-235.479380209155,0.0052116912160979
0.652612975636334,2.36731511858876,0.490001279380022,0.432827313525926,0.911175725911615,170,169,1,0,-235.512888567925,0.00588774082091316
0.500796590718236,2.34376790676084,0.786082986876891,0.493260957411798,0.990364603449713,170,169,1,0,-235.601020671237,0.00679411703506257
