"Beta0","BetaCoeff1","Time1","Gamma","Rho","N","S_0","I_0","R_0","loglik","loglik.se"
3.4215691635385,0.520862135511438,0.184153655136642,0.79209911319655,0.738766094993849,200,199,1,0,-28.3135225971341,0.160028985623219
2.35296901015158,0.222555041011332,1.77138199583257,1.00240162215601,0.218087163817407,200,199,1,0,-28.4301300346693,0.0856082766201905
2.57558370833641,0.350496783184093,0.272603420920015,0.980361567795289,0.735902986369396,200,199,1,0,-28.849055571425,0.161396742382656
1.81739717091821,0.640652688232319,1.43785929214529,0.878841315398163,0.794786370130327,200,199,1,0,-28.918287374909,0.416092250439028
3.00408006899296,0.486789822665343,0.0789503225535529,0.515679128759472,0.791465760472681,200,199,1,0,-29.2419370511562,0.390883682201962
1.822302703478,0.201551872843584,1.44495652731996,1.02945773534439,0.59138495182399,200,199,1,0,-29.3506734027304,0.233984976483562
2.19308540419234,0.368851492743307,14.9125475407504,1.52628512642315,0.263244208198979,200,199,1,0,-29.6130866188907,0.214095692385376
2.19716543594666,0.390743750702633,9.25804978535923,1.55876271784425,0.30734583084943,200,199,1,0,-30.0429684549818,0.163700741986981
1.83719678738748,0.631994261945766,33.2312846334895,1.59639120420782,0.342674650205784,200,199,1,0,-30.7473533972886,0.365301867890616
1.74791721295549,0.289697258292831,3.44490739194897,1.15307518441784,0.687262544669852,200,199,1,0,-30.8723856177081,0.180229736541796
2.18906399817653,0.428007476721551,24.8754234484315,1.85498550741906,0.353699252723141,200,199,1,0,-31.0761775087391,0.10965976023115
1.84243327553006,2.49253117853386,11.1580205729094,1.62787101145054,0.38252048999721,200,199,1,0,-31.171880423447,0.20156900321089
2.01289307889918,1.78809666577959,16.4707503781569,1.37329754570613,0.326103212648533,200,199,1,0,-31.3717721415913,0.132767803730362
1.63681594960168,1.04321286426958,2.4727262583573,0.437183448440734,0.960049565105414,200,199,1,0,-31.3784259810065,0.771248348152349
2.11369716077235,3.54862672319892,12.8638648917085,1.6334301408385,0.371252662605247,200,199,1,0,-31.3842724061198,0.206716578339651
1.90870263468192,0.261296128484119,8.83586455595838,1.41614993542135,0.41381769784596,200,199,1,0,-31.5563414230671,0.195298916457656
1.84990590184325,1.61754799570654,19.6825609485939,1.45661993120903,0.367912655973443,200,199,1,0,-31.6014789775266,0.126079143045117
2.07040895012581,0.118800314259517,10.6966126379822,1.55032929924962,0.394272770384742,200,199,1,0,-31.7957045697119,0.244962333056107
1.68441442947183,1.00734106920741,9.04224727574764,1.26664618622701,0.449953279203875,200,199,1,0,-31.836655165174,0.15108812030668
1.77862508678767,1.48485808197248,10.4726211321426,1.56337568282895,0.540271436587824,200,199,1,0,-32.1225062179019,0.233852819839142
1.23498348167913,0.485964734237564,7.32425321291269,0.89246316876829,0.942063587644264,200,199,1,0,-32.13230900282,0.814595446378293
1.61703368628616,2.36093360348351,20.5007813398688,1.29225388041934,0.446598686048785,200,199,1,0,-32.1616616110982,0.547099134632099
1.5663496529067,0.782080425134875,6.94311434181004,1.16497696900638,0.651947656421394,200,199,1,0,-32.2611157074526,0.211306456610063
1.44254263035183,0.758880621351393,4.9956513005165,1.075711936156,0.712476777868136,200,199,1,0,-32.3839891804521,0.199860601504514
1.27759378424532,0.0666871967776706,6.34953873598328,1.32136540842881,0.583832851613473,200,199,1,0,-32.4738308621254,0.384945794265392
0.889981824096264,1.04523168677395,7.27698519200566,0.865322475240767,0.708766305316647,200,199,1,0,-32.5097489432505,0.945782719237754
1.41605655797757,0.751300934254179,15.3603045879472,1.37005889264581,0.438495972161755,200,199,1,0,-32.6405857333331,0.338841589243754
1.51522596231923,0.87848268445651,18.8031702509797,1.30544188478657,0.486613900382494,200,199,1,0,-32.6726149038892,0.309387124881282
1.77921835867556,1.45496232228008,34.3770404295089,1.48207776720578,0.500918323630474,200,199,1,0,-32.9295538090873,0.240215622117838
1.34499159506124,1.97660928035973,8.99023524396484,1.04840842805408,0.438787169328929,200,199,1,0,-32.9882388997312,0.191038166445959
1.86312322697223,1.52075285221784,22.8664081505142,1.98897281036202,0.480281433341415,200,199,1,0,-32.9889238725881,0.180507686493978
1.58717927625147,1.26960534754893,11.0485040135223,1.45850407483904,0.558374667130652,200,199,1,0,-33.090648197992,0.266076417052038
1.71972314864314,0.892413706633815,6.0521829864492,1.08758347767975,0.696003662884164,200,199,1,0,-33.1850429968186,0.682701317176406
1.46233744858469,0.581270507156275,53.5031878267538,1.37724128161695,0.544397675255555,200,199,1,0,-33.2819912691486,0.34201418303109
1.5658380495256,1.04691886077531,7.05907493787408,1.34605429391214,0.713491104283475,200,199,1,0,-33.340507795185,0.33586240601353
1.32848951743551,2.34171021768086,29.1969791783471,1.08707381910996,0.63277869798435,200,199,1,0,-33.3471908610551,0.265254889473116
2.1868115709088,1.63612753114231,9.4131926366206,1.81855213153903,0.640302244863906,200,199,1,0,-34.2240272372591,0.796413938695133
1.47183479282994,0.706167703348021,24.9891578503215,1.52697252319908,0.617682890788908,200,199,1,0,-34.4899783126971,0.471137511853832
1.4765206456473,0.12502429723756,38.5432696741086,1.41673058049219,0.700509094651467,200,199,1,0,-34.5770460055717,0.565262948272035
1.74815819228525,0.502614277215304,19.3459506939509,1.83887249958972,0.675481140727743,200,199,1,0,-35.1173792777237,0.506114553574505
1.01546373929511,1.30281255087714,13.2634423136121,0.741620410158566,0.758041083661416,200,199,1,0,-35.4988243506648,1.01499492247326
1.06100224459765,0.266237907690324,15.3214545072073,0.955961715374559,0.94732163325391,200,199,1,0,-35.5150701455944,1.40796193145582
1.6920422189484,1.00383929981901,15.3414768680974,1.30519743324015,0.810010090205458,200,199,1,0,-36.7042486008461,0.464478890126347
1.89486915424308,1.26077820635932,10.6865999449379,1.30822701791263,0.850332708934045,200,199,1,0,-36.7517264832205,0.608334479837858
1.75183412642285,2.34873404664237,20.9492155009295,1.71170811127163,0.826889487785521,200,199,1,0,-37.7344422211548,0.909802990487963
1.26565233243793,0.880559451628673,21.4371422626492,0.737693094599807,0.588059003571918,200,199,1,0,-37.8061281598805,0.471839192234492
2.07120946188792,1.23312843869474,4.74845439721039,1.08888500033717,0.955473889694233,200,199,1,0,-38.9969032304647,5.69645282581785
2.00556026113635,1.78130445634616,7.84365097672889,1.21114497775983,0.946699651136565,200,199,1,0,-39.6575524165769,4.75194345824745
1.87094753110583,0.535538367924691,5.98231949837163,2.09882773691099,0.834445103959424,200,199,1,0,-40.6697318185138,0.926441868053558
2.69125709768608,1.03990094244505,6.16408259002313,1.77866237761009,0.938271215432644,200,199,1,0,-41.0023294381799,4.77598611049714
3.02277085112904,1.10257579288829,35.011377620209,2.37614677382815,0.59120773091646,200,199,1,0,-41.7443745978873,0.772874295385687
11.3904196955865,1.57746263285202,33.5701005025273,0.102131928533657,0.19584036612862,200,199,1,0,-41.7972589450381,0.0535744243015377
1.89652709814075,5.20180750988561,15.0946103910825,2.21566026426529,0.812122843338919,200,199,1,0,-44.3371211971984,2.85497582462073
1.15250605892874,0.451652669757978,24.5880788275276,0.578019989879634,0.956456246762525,200,199,1,0,-46.3695483099918,3.07548522243693
6.95955092381138,1.60301979537306,3.78386232003248,0.061461689044108,0.239454227837561,200,199,1,0,-47.2107668520628,0.115736141535379
3.41381917119322,0.185902117048647,9.38867785456129,1.66959871587355,0.803253390366721,200,199,1,0,-55.8546116795661,2.63910783150548
1.01167182772354,5.35136611476701,6.97244790192654,0.549994389040188,0.869321710765015,200,199,1,0,-65.0128216686308,10.2835363651309
0.564077376864044,1.29583112289391,6.97343746839776,0.410456861664553,0.700957834761652,200,199,1,0,-68.0296638481068,22.6630067395827
0.628177096859421,0.431102894517743,7.26320460443145,0.50170598595009,0.647146957432277,200,199,1,0,-77.9182423659344,7.80335276706034
2.59753394929268,1.77451185954201,6.32626889879709,1.4895906101072,0.957159066921676,200,199,1,0,-80.0891222096624,0.899173865941392
1.79797489507944,1.17322851035307,2.21109087937463,0.131345630545447,0.84805997300398,200,199,1,0,-87.1660036998041,0.822968994624617
0.3540254047547,2.14353570838017,10.4320487478332,0.403830217711432,0.723224623865987,200,199,1,0,-93.6813973579764,0.0492678729401667
19.1686324968867,0.349517484572297,21.7199499086601,0.0040253124982314,0.495085172705915,200,199,1,0,-93.840541335095,0.0278410897591487
17.0640990472483,1.85778740296576,7.72273521536721,0.00500779649144841,0.404003106367805,200,199,1,0,-93.963773262844,0.0252448961523519
0.344235227350136,0.0989548956869343,8.83682762624185,0.388631760086261,0.945525928193801,200,199,1,0,-94.1986260684533,0.0821478019306228
0.327395045785282,2.83370416429517,20.3139078538925,0.410202848290745,0.993610454304096,200,199,1,0,-94.2599207727957,0.0630927784858409
2.43694766604198,2.81540382899048,0.974889230596835,0.0304588321392056,0.938649876317164,200,199,1,0,-94.3575398806518,0.0619177903145031
8.68858757268177,0.270330984417088,17.9103694669148,0.00213175414118586,0.963738136060505,200,199,1,0,-95.0573606582929,0.0499529108675488
8.76658669376298,3.57180589503281,5.82393890245659,0.00293949011037575,0.77494224410155,200,199,1,0,-95.0963083419962,0.0506715711110156
5.80774530253512,0.12490287685944,1.70088788530453,0.00358765715283261,0.625256076289275,200,199,1,0,-95.5857978694781,0.0548637884394503
0.594845555529912,0.489183480475699,6.57366319962293,0.135798150319313,0.888038047392604,200,199,1,0,-95.7394109033779,0.0904499616050432
2.99616652695872,0.53743943401407,5.22869282056994,0.00321493401189424,0.985278624312748,200,199,1,0,-97.0516214830861,0.0778525128792554
3.7529092499206,0.414185022569923,9.17195528105386,1.9873637136153,0.931653796718606,200,199,1,0,-97.3462705207898,34.5393415160598
0.399219067656806,1.14791259377812,6.51190543667081,0.040633618979432,0.845228553487488,200,199,1,0,-97.3559766855639,0.115597037896751
0.197044608829808,0.187394233588018,0.141068053659204,1.0307401523503,0.796798593917358,200,199,1,0,-105.072584718127,33.5276017089693
2.71504662338686,2.10654557833816,4.51937763296594,3.28507543570387,0.740775917949313,200,199,1,0,-113.358018715148,23.5845844227396
2.81422868397266,0.185521969955683,14.5232906627126,1.27026819962932,0.981970879900621,200,199,1,0,-128.313413720892,31.9159788732499
0.671227752632347,2.82496451111179,6.04978159669008,1.13800565276155,0.988653052628946,200,199,1,0,-133.697362409456,0.183173465423623
