"Beta0","Beta1","Gamma","N","S_0","I_0","R_0","Rho","loglik","loglik.se"
0.206858730216155,0.747948518975815,0.183937689039618,590,256,4,330,0.95,-48.6940495828987,0.0696845316069109
0.144272942143675,0.867479703339991,0.207233757685775,590,256,4,330,0.95,-48.6955825892418,0.0768441775751032
0.169527962264163,0.699463966997901,0.187084883128676,590,256,4,330,0.95,-48.6994846033266,0.0983911381299066
0.158609576004603,0.794383814259933,0.201263671573476,590,256,4,330,0.95,-48.7027015870158,0.0378559637419727
0.182786254263765,0.753531969675095,0.196730582245128,590,256,4,330,0.95,-48.7038713463907,0.0589542479538753
0.15417966010533,0.880866201154086,0.197352908738298,590,256,4,330,0.95,-48.7039601161275,0.0414429320393898
0.179455550997435,0.757374756689796,0.199289540225424,590,256,4,330,0.95,-48.7047518992784,0.0583838507518237
0.0962939027133708,0.885375549176589,0.1959398869911,590,256,4,330,0.95,-48.7048083216181,0.0534786490774972
0.128611555098707,0.841361980758481,0.204932692691687,590,256,4,330,0.95,-48.7103364875053,0.0789736008585817
0.142559994634636,0.827565803143607,0.206017872320033,590,256,4,330,0.95,-48.7167876640794,0.0657644855600665
0.152014141782617,0.713240118318638,0.184134220196796,590,256,4,330,0.95,-48.7219874335807,0.0688600707158334
0.0969255336465477,0.851291839445901,0.209527710145941,590,256,4,330,0.95,-48.7220868245816,0.0563765416291168
0.129515541932539,0.816701325980074,0.195898011211774,590,256,4,330,0.95,-48.7334905391884,0.0639141108998703
0.176289757166321,0.769666682423065,0.186668333716548,590,256,4,330,0.95,-48.7359245806133,0.0633849965727272
0.127646585452311,0.821153470928729,0.19946432951518,590,256,4,330,0.95,-48.7364332230616,0.0797042569568306
0.133835072084495,0.763745441073762,0.19500450772994,590,256,4,330,0.95,-48.7365119886918,0.0681451170551245
0.114005857638833,0.844476262537068,0.20708380329005,590,256,4,330,0.95,-48.742561729559,0.0697750346721393
0.0893232832341035,0.875714985555217,0.214038374727312,590,256,4,330,0.95,-48.7453401514516,0.0525234532640748
0.106015950878423,0.852542248401374,0.21013908699205,590,256,4,330,0.95,-48.7453887731769,0.0708091868029609
0.171173898978936,0.755109808500311,0.198255947656775,590,256,4,330,0.95,-48.7460800553901,0.113518086984867
0.172429691634221,0.851577939664834,0.208458086413316,590,256,4,330,0.95,-48.7460941076036,0.0555067763080134
0.180330197015348,0.750029126478433,0.195045352001335,590,256,4,330,0.95,-48.7482413676748,0.0858892922673941
0.119641155209508,0.77744127717766,0.194259011557893,590,256,4,330,0.95,-48.74869142863,0.106613794461419
0.186130893653621,0.8093190827764,0.210014550444408,590,256,4,330,0.95,-48.7528156747445,0.0744267949874853
0.164470670183254,0.774515442716385,0.19861800616564,590,256,4,330,0.95,-48.7541573702432,0.0592261988759688
0.196990526114605,0.722200177475137,0.194911366919956,590,256,4,330,0.95,-48.7683573447508,0.0600678589375534
0.16873874253302,0.804542733896604,0.196455401944195,590,256,4,330,0.95,-48.7723472249394,0.0762544025562284
0.182642714968021,0.864183473953918,0.194825355917823,590,256,4,330,0.95,-48.7780767495634,0.0533100353633568
0.159208674112629,0.674379312786296,0.186062863789579,590,256,4,330,0.95,-48.7868580322587,0.071425022456748
0.189402240881057,0.803651572085516,0.209215752930562,590,256,4,330,0.95,-48.808765683596,0.05049319462183
0.18219301606317,0.780071859252409,0.198169960027131,590,256,4,330,0.95,-48.8120796144502,0.070732695170974
0.157557381090272,0.753684064378631,0.195003491298541,590,256,4,330,0.95,-48.81232470991,0.0687359462465495
0.185464514025923,0.780369204134092,0.184133802167601,590,256,4,330,0.95,-48.8189113281723,0.109091028681423
0.135396653582207,0.872464993047467,0.207415462816896,590,256,4,330,0.95,-48.8195649341972,0.050994557287161
0.180400139419691,0.816760231055676,0.211831531879643,590,256,4,330,0.95,-48.8207931595857,0.0547015128739553
0.114015499349352,0.763804747975926,0.1934565800449,590,256,4,330,0.95,-48.8213212386881,0.0908712133898227
0.138702068643156,0.851454784379603,0.207288898091296,590,256,4,330,0.95,-48.8288904783028,0.0537112940992769
0.13680808292853,0.823736725007624,0.195867355219916,590,256,4,330,0.95,-48.8329107273497,0.0682917278267873
0.184131434272834,0.727035107900973,0.190465982958781,590,256,4,330,0.95,-48.8336463462325,0.0737073274713354
0.200253782316633,0.724945241927732,0.183768159979892,590,256,4,330,0.95,-48.8372496172747,0.0942247700443363
0.220795937763479,0.652651875907825,0.181836230360185,590,256,4,330,0.95,-48.8386016683004,0.0933133002311486
0.164913265464375,0.734407072701931,0.192579129097993,590,256,4,330,0.95,-48.8414287351547,0.0652639884850331
0.0776095309296465,0.928235378122181,0.219108197434753,590,256,4,330,0.95,-48.8451430511791,0.0660881074406246
0.157716238234799,0.718875176084615,0.170460814447717,590,256,4,330,0.95,-48.849362184157,0.0819388399160753
0.160983254409262,0.823191037021628,0.217498534273277,590,256,4,330,0.95,-48.8579513819085,0.0724903485024896
0.0999540213485316,0.835501153712839,0.212280119423686,590,256,4,330,0.95,-48.8671809431816,0.0681151087571216
0.196107736177512,0.749153401873618,0.178755782948282,590,256,4,330,0.95,-48.882064584504,0.0890291314211362
0.239819335846489,0.641811802661437,0.169858515007167,590,256,4,330,0.95,-48.9161854346846,0.0681537844195212
0.144336081454646,0.761070498504146,0.210159293100603,590,256,4,330,0.95,-48.9419318115716,0.0625580451641785
0.278861785424333,0.63930008574639,0.174432750438906,590,256,4,330,0.95,-49.0745357945026,0.056367217248774
0.400727496337656,1.99221880498884,0.442623907342758,590,256,4,330,0.95,-57.6536826403144,0.050062233028595
0.0844523810871291,3.15011162469556,0.583375579320669,590,256,4,330,0.95,-64.1294670040122,0.115658647939664
0.238721689837626,0.487782370112839,0.502978405965242,590,256,4,330,0.95,-70.5224531136984,1.37776347953378
0.239026825112445,3.70631402095389,12.9674322994924,590,256,4,330,0.95,-990.628152729529,0.00122877761580783
