"Beta","Gamma","Rho","N","S0","I0","R0","loglik","loglik.se"
4.8168554544969,0.709722035698577,0.521343216689992,170,169,1,0,-60.8792529286401,0.032729254832755
3.85617088268744,0.833883119218248,0.530319584165317,170,169,1,0,-60.9450056285241,0.0440591396827206
3.77415338281223,0.907110669278827,0.520676853268861,170,169,1,0,-61.0452071658984,0.0502555789981893
3.62910296196041,0.967362393711401,0.525734617626358,170,169,1,0,-61.1231321538532,0.0557591030636535
3.47196796532563,1.01912360661657,0.541122388565907,170,169,1,0,-61.1598044397952,0.0408286780904054
3.22933557580518,1.09271672745375,0.54678419090432,170,169,1,0,-61.2856373697941,0.062292399912173
3.5453275338211,1.06567350684257,0.540739592784279,170,169,1,0,-61.3215572692215,0.0424145012932384
3.18152402651985,1.31786908028495,0.584447153937885,170,169,1,0,-61.3320437770796,0.0699828209539659
3.25686089100457,1.56286182626591,0.614684131196374,170,169,1,0,-61.3354956954957,0.0461842419081565
3.23807415256405,1.49334162324206,0.604897524730039,170,169,1,0,-61.3487715998204,0.0660954807742754
3.41724061668006,1.15924383280331,0.556295168451843,170,169,1,0,-61.3541303196257,0.0580664204621182
3.22966210930465,1.43997740161661,0.595073356022434,170,169,1,0,-61.3986243436662,0.0672121975221519
3.38331700018908,1.46033150155441,0.600157694318401,170,169,1,0,-61.4107933946698,0.0443036578634609
3.47470100354798,1.38093842336899,0.578978748308014,170,169,1,0,-61.417920112264,0.0793527025434669
3.3126716669117,1.52150390498622,0.60216133287968,170,169,1,0,-61.4247274876217,0.067060344151276
3.41975315124607,1.88957965304536,0.670558513983439,170,169,1,0,-61.4392015134841,0.0928165766107102
3.49792485570187,1.23229755115757,0.562581684730577,170,169,1,0,-61.4449619026522,0.0656229685566501
3.048897223855,1.49467865669423,0.62429817973611,170,169,1,0,-61.4653966333511,0.0913977345364628
3.31016371539646,1.38792547995642,0.584848204260852,170,169,1,0,-61.4708511259847,0.0665541118194519
3.14572180810935,1.44157946992957,0.605057565586715,170,169,1,0,-61.5387008336297,0.0791956793429916
3.23028856451101,1.69907239332069,0.65590945468155,170,169,1,0,-61.5626003284324,0.126579690870612
3.31881886238723,1.98351397864771,0.705536169632484,170,169,1,0,-61.6031323339694,0.103327123278885
3.36281126236537,1.69797736529028,0.637192274418765,170,169,1,0,-61.6341616238501,0.096860652724661
3.21470774182192,1.64046048060831,0.666480559331788,170,169,1,0,-61.6432526951481,0.101226603606836
3.35203938543353,1.87378281470909,0.693266202793536,170,169,1,0,-61.6501528326703,0.0889662589288827
3.27756793121603,1.90235411097608,0.709037361067033,170,169,1,0,-61.7417139295056,0.0991843286716721
3.33914394495273,2.3294473409315,0.78443233146477,170,169,1,0,-61.9451736025154,0.0950807423979954
3.10057739639347,1.82260376436106,0.721945720439349,170,169,1,0,-61.9536132030303,0.101164220413243
3.42941165314107,2.06832787397385,0.740993937155012,170,169,1,0,-61.9661629775574,0.089115549029433
2.91328766382965,2.06660962806403,0.825794138996531,170,169,1,0,-62.0594408908051,0.0990531200821069
3.1561965901148,2.08323022422691,0.834609111110253,170,169,1,0,-62.0971741364151,0.121477958654173
3.12676991521553,2.08748802408833,0.837823473537619,170,169,1,0,-62.1955945175487,0.115599439403987
3.18922787587904,2.24660899429128,0.782294966172487,170,169,1,0,-62.2040274372861,0.0961263016470127
3.0119677654426,2.05189957684826,0.821311871462539,170,169,1,0,-62.2880521300439,0.126783993537922
2.55536573974665,1.82064718316627,0.91627370162034,170,169,1,0,-62.5957269435171,0.156931397358827
2.85442960218108,2.13330938438054,0.901686266560522,170,169,1,0,-62.6689850498584,0.258279152205223
3.01390564752827,2.01580026783553,0.923179834605364,170,169,1,0,-62.8184076458234,0.167643321981293
3.12787707240493,2.20736004027337,0.909038666675542,170,169,1,0,-62.8217352464362,0.196934355819153
2.81193924249843,1.80595098964224,0.88024611177939,170,169,1,0,-62.8558724394015,0.242101694559046
2.52683669378258,1.73155777852129,0.873062090277201,170,169,1,0,-62.8756676986014,0.189804891181311
2.69056305376225,2.1224120705557,0.955816932309522,170,169,1,0,-62.9395935555282,0.109810652972425
2.56238580427352,1.88522917091492,0.961452524921825,170,169,1,0,-63.0500591455122,0.170713095188449
3.49057507091881,2.50457688843745,0.997458568880229,170,169,1,0,-63.1356323544365,0.263389073167675
2.92634306150605,2.26993018223037,0.949691148884745,170,169,1,0,-63.1413148298114,0.216555854774952
2.69293996248333,1.80516162335298,0.964374801781546,170,169,1,0,-63.144298035878,0.181184621109596
2.53397845644854,1.90755346904707,0.972378135817851,170,169,1,0,-63.2043155410253,0.228560307065149
2.4622300686775,1.63166902526904,0.925971557287998,170,169,1,0,-63.5362262963314,0.137851451690564
2.2703438076177,1.58245479268709,0.970299989301392,170,169,1,0,-63.7816888776355,0.317612390579204
1.81466357343565,1.50170253525681,0.960577320029685,170,169,1,0,-63.9744944695111,0.830159390980678
2.57856471179108,1.27912550142281,0.999842146447243,170,169,1,0,-66.7818302461156,0.630168925679311
1.35627815191125,1.12780084556858,0.903481810325001,170,169,1,0,-70.4433474454128,57.7182604047278
1.59197723928205,1.06952230713492,0.702985257516755,170,169,1,0,-77.5232286513643,2.11985021827857
8.19203678625597,0.157712785733552,0.531206388373326,170,169,1,0,-94.4507062743426,0.287640862773832
1.55707916009536,1.09559204373716,0.96684939460635,170,169,1,0,-100.828470790992,0.370502569231683
0.911565341332912,0.957469645181458,0.864749769985715,170,169,1,0,-137.489644066831,0.515384447933249
1.15193663074875,0.801893155304333,0.567409785430756,170,169,1,0,-139.244569836646,0.461904937338268
4.46213440988953,0.0904709306264124,0.531118779994599,170,169,1,0,-139.587750801916,1.88865082348169
2.66110908930258,0.0431034589474215,0.899831172810214,170,169,1,0,-163.453982771851,0.319197844007092
3.88163409525211,0.0480841797034874,0.992357351453508,170,169,1,0,-165.58179106863,0.326767021714682
0.692326165735059,0.87399621854878,0.406683574686758,170,169,1,0,-185.141779693074,1.92774329174965
1.90102511049453,0.0142605224109546,0.62788517411865,170,169,1,0,-213.070602509054,0.192373595001417
3.33831302806646,0.0144199752742417,0.477206392106356,170,169,1,0,-213.14167221243,0.241833726082711
0.526772430406319,0.118347686350841,0.52339320160924,170,169,1,0,-221.83558611425,4.50696416710357
1.69389968214157,0.000695389544457621,0.377288676224542,170,169,1,0,-235.128083779729,0.00274475183777794
0.0832089556938353,0.0508638545611798,0.593689993785778,170,169,1,0,-235.137386990113,0.00272080540109763
0.0822521748524584,0.464551342306044,0.555244004535029,170,169,1,0,-235.166832810516,0.00247167642472867
0.102702993000975,0.537747996440062,0.932354218852007,170,169,1,0,-235.455391911101,0.00676156748089159
