"Beta0","BetaCoeff1","Time1","Gamma","N","S_0","I_0","R_0","Rho","loglik","loglik.se"
2.28106907503962,2.53293880579976,2.24396285574065,0.631654379465408,200,199,1,0,0.95,-25.1840170677777,0.197918568319028
1.80827553999854,1.89096773484953,2.20494364317801,0.685613678054556,200,199,1,0,0.95,-25.8321157764762,0.172952879484519
2.16766709112731,1.94253184615543,2.03118576503722,0.512398979730135,200,199,1,0,0.95,-25.9800124871422,0.321999294073136
1.64844193599666,1.334083842178,2.23559354726471,0.64145879646315,200,199,1,0,0.95,-26.1591810803208,0.546825001098409
1.70477858655968,1.0608499820639,1.53922890738485,0.419151218418655,200,199,1,0,0.95,-26.8581809869444,0.431716238713583
1.41045584545502,2.36602941517627,2.7157070766179,0.581088471198294,200,199,1,0,0.95,-27.1068116362679,0.744600459945234
1.84395873186634,1.05376088614787,2.27177672763178,0.66603502861481,200,199,1,0,0.95,-27.185224423955,0.473721462430911
2.01422947875295,0.847120506536553,1.44338932292474,0.950856939684485,200,199,1,0,0.95,-28.7002862996397,0.808312832364528
1.65039216135962,0.306060311011786,2.45945668549096,0.965167219127191,200,199,1,0,0.95,-28.9611033704782,0.435868861607338
1.80455049799838,0.605310164895307,2.36740130218342,0.931732549920138,200,199,1,0,0.95,-29.0751555073698,0.414580378408382
2.92602919521631,0.600777133059918,0.726948288621671,0.729490930223716,200,199,1,0,0.95,-29.1652705705067,0.701997353969466
1.77974120833556,0.47870326751717,1.85769266148044,1.02403940553672,200,199,1,0,0.95,-29.3518457480665,0.348981726471542
1.85789986932991,0.661969722737658,2.32137184068775,0.990982776731514,200,199,1,0,0.95,-29.5963449280573,0.366125728493305
2.38165500375337,0.33645460240192,0.189329448807875,1.0908645461026,200,199,1,0,0.95,-29.8818346553945,0.538821371330747
1.83002641914351,1.55272478761512,2.99455374843158,0.689322399863739,200,199,1,0,0.95,-29.9770875872967,0.680309639503296
1.16629838531564,0.864914451783291,3.14455819640258,0.825981359370067,200,199,1,0,0.95,-30.0416331573508,0.882803238751729
1.74766326312324,1.11075455027661,2.81100161523643,0.667093244030147,200,199,1,0,0.95,-30.7426936507524,0.744297879297543
3.76694083554766,0.696874485891041,0.598995416755728,1.07838614569978,200,199,1,0,0.95,-30.8555700709502,1.73722673118156
2.47413487091158,0.556073693006215,2.2334692386873,1.33622341282194,200,199,1,0,0.95,-30.8959172660918,1.28748019518108
1.6724212906009,0.283462609763315,1.33744690825139,0.706483637285336,200,199,1,0,0.95,-30.914927809125,0.571403179454397
1.4825581423187,0.331721907452318,5.07896919720209,1.0287154740743,200,199,1,0,0.95,-31.4847906077249,0.930515770702866
1.39430228255097,2.80636248580849,4.61943933111702,0.684748350757911,200,199,1,0,0.95,-32.4704953575214,4.95880182438919
0.950708864443705,1.0719679600476,8.21138214424998,1.02623420605954,200,199,1,0,0.95,-32.5451130841952,34.025013058136
1.69273728015477,0.323286776293217,0.98156357378663,0.480813551993991,200,199,1,0,0.95,-32.589170170425,1.91298015442654
1.26415753451934,1.51253187521151,8.12962970482387,0.985763925743636,200,199,1,0,0.95,-33.4784938341989,0.772734256054833
1.28347295786013,1.04484431884479,8.94233934461282,0.694725163830475,200,199,1,0,0.95,-33.6017928732297,4.08181765366459
1.58073846457198,0.59432353861729,4.82585107860123,1.60284832469307,200,199,1,0,0.95,-34.328196810872,0.908166393830897
1.36417348030538,0.328101062733334,17.8101809981344,1.24290787690123,200,199,1,0,0.95,-34.6905035756622,0.674320708712694
1.35504990249174,0.203685353383745,17.9657693171149,1.13590668120093,200,199,1,0,0.95,-34.8081642584828,0.683700424444537
1.74765148682897,0.981318598191872,6.76053598554094,1.23262500615292,200,199,1,0,0.95,-34.8513614488307,0.668633586767019
1.18975914211676,0.98430431530407,11.4813524191581,1.13295759839778,200,199,1,0,0.95,-35.0250013403312,3.99418254298059
1.34205008452942,3.41704857186245,39.6022368266346,0.825446020741112,200,199,1,0,0.95,-36.3609149870042,1.86783894230531
1.83341252222191,2.53344043344189,7.73828169783576,1.53821760198577,200,199,1,0,0.95,-36.9420837845484,1.20653037814541
1.19477610083799,2.75686148248375,10.8504579851328,0.866714815395723,200,199,1,0,0.95,-37.5333425046526,10.5824954621624
1.59150238020752,4.57571494351985,21.4963708274709,0.97434650234937,200,199,1,0,0.95,-37.7372697881272,1.06404973411283
2.06601583916026,0.887783334188827,4.71631912627201,0.929132579865027,200,199,1,0,0.95,-38.2399735876347,8.71752693164989
1.32947602514446,1.08584843756315,22.8973663961228,0.759444396178038,200,199,1,0,0.95,-38.743832680406,3.72480109701594
1.66760249620078,0.965951607951281,26.1734529255467,0.876400915897933,200,199,1,0,0.95,-39.4652059701227,0.834739633919659
2.43904734294085,1.21315749011315,7.97232400165471,1.52694529445101,200,199,1,0,0.95,-39.9944309765466,1.2609909579325
1.92997984864648,0.435675153714885,40.2163354484248,1.3607356852008,200,199,1,0,0.95,-40.088592416627,1.60631648297503
1.81400334397696,0.222668281228277,12.0084659559512,1.30453213783793,200,199,1,0,0.95,-40.8686562510792,0.634923651880299
2.40323860386419,1.09732024982258,8.25768980783452,1.38189743706635,200,199,1,0,0.95,-43.1173451919475,3.89213875904963
1.89415996149311,0.459564889395035,21.2233154244705,1.68915842032175,200,199,1,0,0.95,-43.3678559433559,3.66303626684625
1.01596171563492,0.275181769709682,14.3133906414252,0.419777254437057,200,199,1,0,0.95,-43.7605281248048,327.079884667825
2.2889113647259,0.521615780176907,18.2978721200545,1.49345734777044,200,199,1,0,0.95,-44.3937356783515,1.69246179508342
2.19636375423249,1.31450110426028,23.1809835452852,1.16576219677768,200,199,1,0,0.95,-44.7194518954814,1.8274558710813
2.03929060630235,0.491592399734256,33.3056484987151,1.24283938400668,200,199,1,0,0.95,-45.1673963212419,1.5237599215598
1.71304036103573,0.218612016742095,12.713972350026,1.59722502638073,200,199,1,0,0.95,-45.1830164753803,1.87848455176745
2.18752732034368,1.99753450146702,13.5756318351609,1.36562409663954,200,199,1,0,0.95,-45.245931999317,0.944255759652198
2.60819187079678,0.857716363326499,0.341691136540321,0.203597197511415,200,199,1,0,0.95,-45.3016696537765,6.5727973002404
2.12537474833237,0.65423436001504,15.5635442491209,1.23009666511585,200,199,1,0,0.95,-45.6698742507872,2.46841203639383
2.28764395871405,0.187314939654262,12.985862839126,1.53031350771489,200,199,1,0,0.95,-46.4278404381689,8.29260352320577
2.26025266385541,1.18048317621979,16.5680473367891,1.4175123275507,200,199,1,0,0.95,-47.2738647546424,2.94732405305234
1.74279215784464,0.744898474889961,4.19105931679961,0.726542253266797,200,199,1,0,0.95,-47.6476286182669,2.17347804313611
1.86121655310739,1.95655851167734,5.29264320942498,1.26760998296691,200,199,1,0,0.95,-51.3374163385585,14.2887769821745
2.60795346377345,0.405907857062566,16.7471597470627,1.99025800683518,200,199,1,0,0.95,-53.4730372121128,9.79439041997679
1.32244480594466,1.16726186789485,21.5613304300881,1.9433734203248,200,199,1,0,0.95,-55.1187761256787,29.6036167304259
1.55233355307133,0.380841854064265,0.726668864196824,0.313473498152682,200,199,1,0,0.95,-55.2409974347181,17.8308893750331
2.22711069604739,1.68638617156723,14.9970695225601,2.16337373785785,200,199,1,0,0.95,-58.4697927060593,23.9046976365558
5.02773097868072,1.37739867658454,0.122866854674971,0.430835036334414,200,199,1,0,0.95,-62.2820178092349,0.923851958572632
1.71568666631595,1.83763707887802,2.20739324568977,1.03591946792405,200,199,1,0,0.95,-63.258760113645,0.797848886490129
0.956499594739936,0.518167896283451,3.59045764777074,0.487300307771688,200,199,1,0,0.95,-66.51809374794,5.04442049269233
2.80523072315196,2.04720944573904,5.43094979578146,1.2580912425062,200,199,1,0,0.95,-80.5339668322934,10.8803921968729
1.14631456955368,1.1791233310701,2.4073054369426,0.132533236937955,200,199,1,0,0.95,-81.3205252234105,12.1149112514292
2.1886336412883,1.17611363484218,1.81511492559772,0.033161587912185,200,199,1,0,0.95,-85.4909493447077,8.61201981029594
0.717102332960806,1.96066475727817,4.83362667118678,0.315906229642514,200,199,1,0,0.95,-92.6855130033783,0.22366028166662
0.456468377735414,0.434275132396869,4.29861783928202,0.382217794588427,200,199,1,0,0.95,-92.7368762103174,0.0368942216961027
19.8405087085567,1.70662605275844,6.62899575541706,0.00209111896634271,200,199,1,0,0.95,-93.8641272405678,0.0503138936444796
16.282338818934,1.95213962427396,7.78998021585579,0.00223864624827646,200,199,1,0,0.95,-94.0531422025333,0.0327352100762373
1.44593327509432,3.2722155461633,1.73481690599518,0.0492556796330179,200,199,1,0,0.95,-94.0577329675941,0.05470430563732
0.595704582125912,0.558129557984775,3.39553024301006,0.0855647312572328,200,199,1,0,0.95,-94.3300205060409,0.1349907475899
11.5680531116388,0.167365912312255,8.38726145667847,0.00201460769367133,200,199,1,0,0.95,-94.6865615671341,0.0403280637585303
0.490770322418202,0.268623587292285,1.94700849622038,0.083862117400083,200,199,1,0,0.95,-94.9204248860545,0.11220629973793
0.248744202881025,1.9699535836698,20.1284943267369,0.503300012987628,200,199,1,0,0.95,-94.976469238653,0.147131466495204
9.04651126332253,0.619500910407582,22.4150895557477,0.00202201579973124,200,199,1,0,0.95,-95.030497342157,0.0651138163151232
8.61083826971316,1.26673491051828,21.3648108510596,0.0022670267916878,200,199,1,0,0.95,-95.077848390836,0.0436672887935491
0.591453032841783,0.49514442626222,11.7642164341234,0.580028672427626,200,199,1,0,0.95,-95.0820875445036,0.078088133716066
0.618561642448167,1.36018835992885,17.4286126180664,0.473568251243304,200,199,1,0,0.95,-95.3475655860037,0.117624572387017
1.2025190310091,1.66385241626943,3.58441575870465,0.106580063752216,200,199,1,0,0.95,-95.4589093815814,33.8243778841749
6.2397824528707,1.15777499381649,13.8370510299619,0.00241948442434362,200,199,1,0,0.95,-95.6162898273126,0.0826041804493331
0.708055169012208,0.1739137602185,8.90245679334023,0.651442700593729,200,199,1,0,0.95,-95.7993951498035,0.158076757928567
2.19794692162604,1.8361365176444,1.85407750536622,0.0178967916406857,200,199,1,0,0.95,-96.0647434432954,0.0894399162682815
4.54558638678737,0.363979409069586,2.86939393626495,0.00257691958187816,200,199,1,0,0.95,-96.0853242583078,0.0641037210154538
0.620625810148549,0.185381446876864,10.0894011661525,0.777769438348196,200,199,1,0,0.95,-96.0906466530317,0.143754934111895
0.213478120815038,0.666047175668252,8.82385386372028,0.0970899750078779,200,199,1,0,0.95,-96.314407473229,0.134470998047651
3.06266288458767,0.289516529198539,21.0087593484679,0.00192355775825883,200,199,1,0,0.95,-96.3608231857243,0.112280403693138
0.689742040840296,1.302856580681,4.247520002087,0.015363228854342,200,199,1,0,0.95,-96.8057505632444,0.105537793315513
0.720841687131961,0.89769839999123,16.2070381443114,0.782078930950734,200,199,1,0,0.95,-96.8616271848675,0.163764660641515
1.62019019394994,1.34902417094078,3.09298792784987,0.0138143656597942,200,199,1,0,0.95,-97.3281098572484,0.139593047167223
1.63534483371828,2.5760658623175,3.76990694999285,0.0352480006598897,200,199,1,0,0.95,-98.052911378057,0.580913838436502
0.823261994922169,0.311749499371965,4.31491533184705,0.0728957489195116,200,199,1,0,0.95,-98.3502200742036,0.318168512316231
0.243399885552728,0.652327309946098,0.283760886234216,0.350245414007351,200,199,1,0,0.95,-100.910410239022,31.8478807020281
0.730128383910437,1.17330996337686,23.2701270163452,0.111837213067228,200,199,1,0,0.95,-101.014434434917,0.427396091389013
2.65140816969001,1.19285466834745,28.6845584868131,1.88443313280148,200,199,1,0,0.95,-105.776945536663,3.24359690417579
2.88399405156955,0.155501556889902,16.8198083765318,2.3341099369126,200,199,1,0,0.95,-142.239910401597,0.804689255532804
3.79710392184596,1.18650677459411,8.74859369935223,1.52653513547776,200,199,1,0,0.95,-146.274470579123,4.37959089560191
3.29066856027017,2.14513753687951,5.51837343249961,0.807851240386998,200,199,1,0,0.95,-167.224558684981,10.6809658210903
1.99860580084519,0.877880596850486,19.9399709485353,0.87742835391464,200,199,1,0,0.95,-209.982718155691,19.3532184913275
1.46772121975593,1.14698825210958,7.21105241199708,0.397554666655451,200,199,1,0,0.95,-284.439946930181,17.1449247761491
1.33777214550502,0.596139594612046,25.6657757804835,0.40478029430657,200,199,1,0,0.95,-350.604062734075,28.4822442860979
