"Beta0","BetaCoeff1","Time1","Gamma","N","S_0","I_0","R_0","Rho","loglik","loglik.se"
0.560417321197524,0.130619271955156,10.0342441869184,0.100183622101404,590,256,4,330,0.95,-46.2887346617646,0.113081811726442
0.426396310989427,0.302328228686044,16.928488342813,0.099075909152324,590,256,4,330,0.95,-46.3779739234054,0.0643188600551303
0.523563275985058,2.99709983435862,14.8356001616182,0.0691703462745041,590,256,4,330,0.95,-46.3825643798072,0.088855469372407
0.591750943262663,0.292134016433414,10.4353582471648,0.0546905961454767,590,256,4,330,0.95,-46.4043158633617,0.123171233801553
0.498376644925769,0.208786077409124,12.2487065246539,0.0999100424074892,590,256,4,330,0.95,-46.4817896335039,0.0736004649017665
0.736472618726208,1.71828775607787,10.7507090237916,0.0446262349061678,590,256,4,330,0.95,-46.5599065286239,0.106482563437019
0.539828438450814,0.57463914973264,19.4214734533304,0.15758602474877,590,256,4,330,0.95,-46.6896211656212,0.0928571353412057
0.627959657246734,0.160329650411624,9.24501349086527,0.109224420186791,590,256,4,330,0.95,-46.7084629097495,0.0665024525001748
0.629081218800742,0.101789560448596,4.45109006554717,0.0752897754405385,590,256,4,330,0.95,-46.7374704833204,0.114707019005481
0.678210915779918,2.3499884705874,11.5915462345426,0.0649962797677574,590,256,4,330,0.95,-46.7545324660059,0.111606492203784
0.466434427141877,0.446358120625289,20.9492123362448,0.147303239650194,590,256,4,330,0.95,-46.7762267860901,0.134029044562108
0.997814559737183,0.114759702592876,0.350218208838973,0.0769109393421864,590,256,4,330,0.95,-47.1235619863514,0.107508309323669
1.18292428566371,0.152887835886438,0.442861119170084,0.0620493164859069,590,256,4,330,0.95,-47.2330494004479,0.123299807957376
0.937240175107368,0.112752470154799,0.494884362932227,0.0779936171580557,590,256,4,330,0.95,-47.276739029597,0.0919586362095307
1.7361026318518,1.26388331464247,9.56881056414106,0.0074040276382528,590,256,4,330,0.95,-47.5056759272217,0.117483319352171
1.58522180867138,0.772916552764335,19.8230742462559,0.0073204934516325,590,256,4,330,0.95,-47.538981484145,0.0626825711125747
1.55615525942043,0.0868946416967733,12.357078067489,0.00711900524108373,590,256,4,330,0.95,-47.635168837074,0.0923911227661433
1.63363494771424,0.239609623772923,13.2010241456807,0.00744476038231411,590,256,4,330,0.95,-47.6525829401065,0.0457796197710071
1.70666550121404,0.142464054237121,29.5745985101217,0.00684074849612582,590,256,4,330,0.95,-47.7204929938463,0.0646803147965739
1.7832594588525,1.88821043017319,69.4519894137312,0.0074461735932484,590,256,4,330,0.95,-47.7326405722038,0.0598698995543419
0.419598481752484,0.36441007710064,84.3205636315801,0.164805508731343,590,256,4,330,0.95,-49.6477156459716,0.19368485554387
0.389266851611219,0.815654352889208,130.101586342198,0.164734804485263,590,256,4,330,0.95,-49.8747230975139,0.142485650692035
0.432929906737623,1.63284809689179,288.437750779093,0.156008849775595,590,256,4,330,0.95,-49.8900924385551,0.171925340534904
0.419511278285294,0.462313451027011,87.7582963610749,0.147552502436485,590,256,4,330,0.95,-49.9951387048437,0.083982233532638
0.416807830402051,0.311126698330297,60.4378456101387,0.185560724345909,590,256,4,330,0.95,-50.0730631474668,0.105231937452507
0.393546757872869,7.32283070431757,67.7601361118563,0.150283975799028,590,256,4,330,0.95,-50.1007792350076,0.0900036938660206
2.58164533968422,0.360394812602595,0.144196993434651,0.0621560468372673,590,256,4,330,0.95,-52.2740376005916,0.315768404222524
0.646685980003906,0.38122292125549,76.1080054111773,0.286858480657375,590,256,4,330,0.95,-53.3200984654106,0.107598662999486
1.5595104401637,1.59838393591561,2.5538328504137,0.0439152428869043,590,256,4,330,0.95,-57.0444683853273,38.6724320759823
4.26902708789887,1.51205816120497,0.486246347991651,0.0630458369047534,590,256,4,330,0.95,-136.795553876094,75.03158226921
0.939096854027666,0.250875243708819,6.31009665585436,0.786412049589952,590,256,4,330,0.95,-528.283835258543,23.060154280674
0.484888933264212,0.543707430029092,8.97915418489038,1.37178301519491,590,256,4,330,0.95,-679.822844699351,26.3025628804343
0.472972776372466,1.11910642076527,0.845937135605611,14.1920336534891,590,256,4,330,0.95,-990.665239335906,0.00159941002962325
0.474260753887122,0.963362574457257,11.4866517965897,12.1706381154091,590,256,4,330,0.95,-990.680253506415,0.00146043039625
0.505258252532697,1.7446101061805,34.312961847782,12.2270679716996,590,256,4,330,0.95,-990.680582585586,0.00165655174777347
0.556492945574009,1.45289870717521,59.8214414572358,13.0412494166256,590,256,4,330,0.95,-990.686609499198,0.00190465591882392
0.520163796023932,1.25608624819496,33.8907218834595,10.1116523234309,590,256,4,330,0.95,-990.693657475079,0.00242629921202526
0.569807110828316,1.69701108434126,0.89829990024055,11.885248243554,590,256,4,330,0.95,-990.694763434263,0.00255117583918897
0.493006355700178,2.30148764268093,48.3149964345382,9.19894396286506,590,256,4,330,0.95,-990.699647248298,0.00286665944126857
0.651007451263846,0.952556587492651,11.6283619951747,12.9683819200112,590,256,4,330,0.95,-990.703540688792,0.00293513537066532
0.675482291693668,0.594309627878709,27.8251524455249,13.4832642995685,590,256,4,330,0.95,-990.705422176904,0.00282308977057266
0.687031885328505,0.889568374090356,33.0619941949647,12.4403778173525,590,256,4,330,0.95,-990.712732316227,0.00232330857209522
0.534990110731723,1.06992136509879,28.0558414550872,7.54112460521601,590,256,4,330,0.95,-990.731678281982,0.00324521734365163
