"Beta0","BetaCoeff1","Time1","Gamma","N","S_0","I_0","R_0","Rho","loglik","loglik.se"
3.17910987746139,0.583293499271039,8.75839536955409,2.15752884395252,170,169,1,0,0.95,-62.5686233840523,0.226861026993488
2.72075762972054,0.902514065239638,5.80756018802358,1.9165286460236,170,169,1,0,0.95,-62.5694426661685,0.219507486318778
2.83158263089346,1.73411220384246,4.55681655405045,2.01637422218642,170,169,1,0,0.95,-62.5717215644076,0.169597191876354
2.83725081848914,0.939485702888468,7.03631691305106,2.01454143077515,170,169,1,0,0.95,-62.6078917817344,0.212048501101184
2.60046260049945,0.700891901961483,4.93421018942953,1.85980491079062,170,169,1,0,0.95,-62.6164485743379,0.178278711453417
2.711611935873,0.396016185836982,5.45243197609077,2.14858189949082,170,169,1,0,0.95,-62.6272648243079,0.157386792936808
2.58826276686093,0.412118770790212,4.33749157855429,1.72583949862135,170,169,1,0,0.95,-62.6327889508004,0.161108128767609
2.59207159109776,1.25984631467262,16.280712156289,1.99526727645884,170,169,1,0,0.95,-62.6345366479844,0.259516960514949
3.07902536772649,1.22715915438216,8.81460908656549,2.28463140896147,170,169,1,0,0.95,-62.650837124259,0.175687803603651
2.53008684928622,0.719110586322869,3.78338146545041,1.80490716373287,170,169,1,0,0.95,-62.6593883715064,0.1451588465189
6.6298931604292,0.656367036135082,0.0953821649463807,0.969167997296884,170,169,1,0,0.95,-62.6942238203237,0.170799186111059
3.05213771566575,1.22816247132023,13.1326386307963,2.16268187774838,170,169,1,0,0.95,-62.6991322732553,0.078875494474446
2.6945863511611,0.111877572148214,18.6790795416832,1.9042665764982,170,169,1,0,0.95,-62.7085745827604,0.162939078424554
3.05051037665582,1.08561186238069,1.67478329792594,0.866049831817912,170,169,1,0,0.95,-62.7240864481584,0.15684617411855
2.52355319043442,2.11587905393478,10.3621896220236,1.72129779130507,170,169,1,0,0.95,-62.7244638658165,0.166646213487155
2.98773523918306,1.84832857625388,14.5176986084006,2.31686135806889,170,169,1,0,0.95,-62.7526282251862,0.183318027700457
3.06456436926059,1.28780564779361,13.0742291300513,2.42653191232181,170,169,1,0,0.95,-62.7658428750112,0.195721815936103
3.47897672999378,0.813635667556355,1.47050018595496,1.07208640600402,170,169,1,0,0.95,-62.7724758859577,0.062005079010602
3.01943799346273,1.57940778323912,8.39614526484699,2.19493001301723,170,169,1,0,0.95,-62.7746486003175,0.131684965360491
3.0918622185526,2.19489491998459,11.7341576180434,2.26146720485359,170,169,1,0,0.95,-62.778236134504,0.149367400791529
3.00099266964787,0.348160736591439,9.25024147550312,2.16613511891458,170,169,1,0,0.95,-62.7827444830175,0.13819180009892
2.86482789601753,2.41262336031942,10.0565033896742,2.04475760185637,170,169,1,0,0.95,-62.7895141639498,0.114142515332532
2.73509979234762,0.752109639195987,8.8489638719165,2.0035141923282,170,169,1,0,0.95,-62.7935477117109,0.207764479197168
2.80764663713581,0.170935254866739,23.0753144162128,2.03899629563627,170,169,1,0,0.95,-62.794269295695,0.186857711686225
2.72606700879372,1.33459095033854,10.4283963335327,2.23242475615196,170,169,1,0,0.95,-62.8264684730084,0.197960857182372
3.06001093775891,1.18351078097772,4.3149419891873,2.33027562301185,170,169,1,0,0.95,-62.8593787751166,0.144625011759356
3.02094360934626,2.21392688978048,7.47106123042213,2.19225676399942,170,169,1,0,0.95,-62.8649759171265,0.123667555275263
2.95463560081083,0.213467927231057,6.78555480136779,2.1257821885993,170,169,1,0,0.95,-62.8909116382364,0.126610648670323
3.16704437791046,0.814035165397614,6.24100274462133,2.27769180619565,170,169,1,0,0.95,-62.9163426933468,0.110419443376301
2.91823918003898,0.684562718886786,8.14561003992119,1.92381170271821,170,169,1,0,0.95,-62.927091630934,0.143418823640288
2.978314842987,0.860953305276966,15.7521380807196,2.34646418231344,170,169,1,0,0.95,-62.9430325711371,0.0945705406128076
2.84376497656681,1.38866319515673,9.70623583391205,1.93813586747155,170,169,1,0,0.95,-62.9577295897183,0.227823781823753
3.11253726236455,2.78139058107233,17.7359217067753,2.06824042497468,170,169,1,0,0.95,-62.967001256362,0.124837197767449
3.04426645990152,0.71683730552394,11.15487234207,2.1588708742133,170,169,1,0,0.95,-62.9864202380582,0.227570865549595
3.27515865449295,0.209894282835771,3.44531139414056,2.22483889267351,170,169,1,0,0.95,-62.9967826167986,0.135202407857664
2.59027466979837,0.823775774985689,1.69093201018993,1.06928729125106,170,169,1,0,0.95,-63.0057483051456,0.170601372440089
3.44514017990961,1.07391979181818,7.21352090920893,2.45970397714585,170,169,1,0,0.95,-63.1477907991024,0.140605400667384
2.52162785965683,1.44616180079964,12.332875852418,1.63430137006349,170,169,1,0,0.95,-63.2289741008834,0.137939896286097
2.54145751228508,0.78367634613553,4.424248108504,1.48754028617238,170,169,1,0,0.95,-63.2301699631192,0.11263831284198
2.37597922076276,0.894922022204637,4.62787315262502,1.56628775883223,170,169,1,0,0.95,-63.2701062882704,0.260186564772556
3.62481953048033,0.339893733011637,1.69450422916288,1.81016956036096,170,169,1,0,0.95,-63.2779143958036,0.106831351559781
2.6601949510624,0.874568994276446,8.20280115416894,1.82863251074924,170,169,1,0,0.95,-63.3137014109265,0.151139101555261
2.97076516198345,1.04030709886553,1.92551194251277,0.930043983783563,170,169,1,0,0.95,-63.3901974054416,0.241549965552302
3.01763063128516,0.618339963686185,3.06013393956861,1.71226641914281,170,169,1,0,0.95,-63.5084811674485,0.158031186454312
2.03815433841428,0.168482348588418,2.81506328489019,1.36129482105716,170,169,1,0,0.95,-64.1060855097413,0.272675063086352
1.94886014466466,0.998750657446685,2.45102253022231,1.09254079743836,170,169,1,0,0.95,-64.7629244775306,0.750592656733173
1.84994957575286,0.804355866968458,14.1152633259925,1.382902143283,170,169,1,0,0.95,-65.9705968303162,0.554584284097152
3.76908855909736,0.70428008919916,0.131959267857683,0.581126815595155,170,169,1,0,0.95,-67.722963090725,0.672001777994498
1.4659533396959,0.244420094921658,6.54556187488924,1.22344023362432,170,169,1,0,0.95,-101.476037944795,0.527125200283261
1.2332810874581,1.49268977648262,15.5968367958657,0.967607335866755,170,169,1,0,0.95,-102.075498552971,0.913612001048607
1.2877445087434,1.23186499839704,17.9050392340817,0.961174881223012,170,169,1,0,0.95,-103.128109151267,1.18819208374263
1.58063418749805,1.6421565286069,2.32364428167606,0.534286254488578,170,169,1,0,0.95,-105.827191070949,0.817063674354829
1.47792214482044,1.73367181884958,2.29488657909155,0.336593269647598,170,169,1,0,0.95,-116.197265686428,25.2350837293765
8.16080951184064,2.87880270914409,3.61268738035077,0.069801595594994,170,169,1,0,0.95,-139.58957736472,26.856045946603
5.18102867425848,0.480915890570689,6.42173770885269,0.0860164006126909,170,169,1,0,0.95,-141.82300647551,0.789194505640795
3.97551086757727,1.40301717262527,1.79964376907538,0.102696245632619,170,169,1,0,0.95,-147.895918099643,0.760323173024271
1.01822689446197,1.70093795527212,7.0694786576832,0.353342873573711,170,169,1,0,0.95,-158.907414317635,6.44347982204963
5.27859275554742,0.186741764104497,4.75109097462532,0.034442636358242,170,169,1,0,0.95,-162.220804488679,0.593756619813605
4.56055067269469,1.69031521753679,5.71756083463214,0.0416787179615429,170,169,1,0,0.95,-163.606986723614,0.184610486440976
3.26558184404483,1.62203921413258,11.2430909269821,0.0442027108134753,170,169,1,0,0.95,-163.845336287345,0.34665358094477
3.45010366503916,2.2906427452947,9.89775967972179,0.044421938232278,170,169,1,0,0.95,-163.879763842302,0.183885612893463
1.75726725303058,2.30517947244792,3.03671394981613,0.0817362557152271,170,169,1,0,0.95,-165.62569742867,3.1448816107786
6.96698808009372,0.896121576714745,7.09315114895921,0.0536153746940249,170,169,1,0,0.95,-165.919666598604,0.554400421286506
1.7854920403418,0.39044773034455,2.44600841546657,0.0405783547812755,170,169,1,0,0.95,-167.13406213802,0.797072954669565
2.33842115365194,0.104512700427163,1.42930479088864,0.0584507560595629,170,169,1,0,0.95,-169.78297564167,0.548661324711534
1.79803810159611,0.815370165750148,2.59742939839826,0.13806804378641,170,169,1,0,0.95,-174.048300780084,4.86190886782
2.83466203534507,0.86492053424714,6.61211675802807,0.0746789724780203,170,169,1,0,0.95,-177.375331549312,0.524245725898881
1.97346874014618,1.58934952987429,2.46553293900226,0.02972756413676,170,169,1,0,0.95,-215.799127834655,0.329056714291986
0.0823791944851991,0.549320568386812,4.70441453789345,0.00844422675164559,170,169,1,0,0.95,-234.94748775756,0.00147727878284468
0.2161096897554,0.164707874832459,6.97908186640807,0.00619175684341874,170,169,1,0,0.95,-235.067103597215,0.00337272468345922
0.468032720906112,1.80914534575805,0.73869835531063,0.0280303627552866,170,169,1,0,0.95,-235.136048443441,0.00401182720785522
0.20903403009062,1.5381346128859,0.965230146418193,0.345750182755525,170,169,1,0,0.95,-235.424943582891,0.0025224160703147
0.111278775149714,0.159400013267607,4.7406256224137,0.428155571136091,170,169,1,0,0.95,-235.451777983727,0.00359572744901338
0.107861427626142,1.46904864073657,10.4265566317296,0.434632579418572,170,169,1,0,0.95,-235.458394257407,0.00488755709708082
0.21153373188162,0.604516679020428,0.112920009646902,0.524695427078627,170,169,1,0,0.95,-235.503763777386,0.00560776096257465
0.367083419928685,0.897091099752463,0.365895313666373,0.485759580483433,170,169,1,0,0.95,-235.518252052966,0.00399438618493909
0.321320393350015,1.24712640232452,2.12929026209273,0.546412062091537,170,169,1,0,0.95,-235.559698934797,0.00667947626987083
0.700279943667642,1.88097808319771,0.560664942961373,0.452817511070334,170,169,1,0,0.95,-235.602912586308,0.003378026924342
1.12563837813993,2.0693453317775,0.06605595590281,0.501381950321451,170,169,1,0,0.95,-235.606369146879,0.00776403798485948
1.24541702376007,2.20546434461364,0.300961304186438,0.590283077799998,170,169,1,0,0.95,-235.773535416787,0.0102111880616034
1.04137068051469,1.13228373225624,9.48020732856933,0.195201509931485,170,169,1,0,0.95,-266.584531476349,0.581610655742108
