"Beta","Gamma","Rho","N","S0","I0","R0","loglik","loglik.se"
1.12688283256524,0.110349992221504,0.211098780420149,590,256,4,330,-43.7193852333032,0.0156447587400032
1.10370751982145,0.133019592902557,0.20988851749909,590,256,4,330,-43.7209384915923,0.0266667709826044
1.08791657246963,0.12455182754713,0.208829613589602,590,256,4,330,-43.7212759211804,0.0184467250912474
1.099706859207,0.140390413739831,0.2121355635133,590,256,4,330,-43.7244806528946,0.0183807111960604
1.11420762969068,0.128410506645285,0.21192847697672,590,256,4,330,-43.7247237482476,0.023090153795056
1.09871521099625,0.125307337521912,0.209472231968165,590,256,4,330,-43.7261609746452,0.017399291595813
1.08499085332727,0.148609760229649,0.212359539158067,590,256,4,330,-43.7347576140928,0.0130102906969289
1.09699592074303,0.117200492569851,0.213032154204953,590,256,4,330,-43.7356561325672,0.0172122088176224
1.09394519433241,0.143102325964264,0.211731934631763,590,256,4,330,-43.7509266298855,0.0150842312079499
1.08856774297305,0.156379282472965,0.211797614569442,590,256,4,330,-43.8025990198454,0.0229113424668342
1.18964264701433,0.0862446634972822,0.217406670001071,590,256,4,330,-43.8452742974072,0.0273172656028076
1.17905829774202,0.0854032865010233,0.214307965269958,590,256,4,330,-43.8530156918905,0.0134388872864975
1.07861295146445,0.161295442033477,0.219909656904357,590,256,4,330,-43.8846877863987,0.0160710155981169
1.02752084141155,0.166050398604077,0.232189033202796,590,256,4,330,-44.040512315581,0.0228554354274654
1.09900326733737,0.189987030262412,0.222351135961623,590,256,4,330,-44.0700888110988,0.017180109737436
1.00439097269023,0.205750449254035,0.264060916278458,590,256,4,330,-44.8173611770606,0.0208610878733729
1.27623684922415,0.276029872252108,0.241719285735809,590,256,4,330,-45.2385582355507,0.0191065800363565
1.34254474121714,0.293921808729168,0.241845302643941,590,256,4,330,-45.6269206360556,0.0369212139316885
0.878424778480041,0.227604064405466,0.316394593495733,590,256,4,330,-45.9926752547162,0.0272323121016237
0.799574729194826,0.249795030400224,0.39598383987478,590,256,4,330,-47.2326423398048,0.0357629397084448
1.51478416874829,0.00721197659042028,0.992012402663799,590,256,4,330,-47.5934821766616,0.0889603914388455
0.70620386762022,0.22918782352562,0.436128625157995,590,256,4,330,-47.8075385458504,0.0359558978415084
0.631204751931319,0.22221827274195,0.568074387255972,590,256,4,330,-48.7152288969449,0.0466636863428903
0.574808799835294,0.21707774267296,0.612317102776717,590,256,4,330,-48.8694939349831,0.0604082568356811
0.513457084402175,0.191783474918887,0.675881314680422,590,256,4,330,-49.0993964570464,0.0527491629242026
0.493683696065555,0.182813497791263,0.786646141697122,590,256,4,330,-49.4572753147805,0.0545448204862923
0.504661778605432,0.195358605739371,0.815223444560529,590,256,4,330,-49.4646581380477,0.108395812609506
0.414536924292147,0.148668147379878,0.909428187650312,590,256,4,330,-49.5769685426957,0.0998823949923597
0.494896510578334,0.176550964626268,0.761184391592994,590,256,4,330,-49.6016179429266,0.110881400486597
0.427434525101521,0.163903430618065,0.853080681262014,590,256,4,330,-49.6230869628306,0.0588551429449325
0.390742647232075,0.168946612080496,0.889034216511261,590,256,4,330,-49.6709213155544,0.159596634025387
0.471513100345524,0.182048297295025,0.851275621939238,590,256,4,330,-49.6716556530807,0.0887793456461779
0.435704415233563,0.175797613653457,0.879219617078405,590,256,4,330,-49.7088493362254,0.151824753765552
0.398755637237888,0.14238813435693,0.958134394097103,590,256,4,330,-49.9039366785702,0.164389180578992
0.326415984713692,0.13105762784465,0.991648289786797,590,256,4,330,-50.0505747375655,0.110359137744292
0.385408596474021,0.185137093972248,0.907122793766032,590,256,4,330,-50.2650005365635,0.1311916558197
0.697659367704016,0.13450013061588,0.999367646589228,590,256,4,330,-56.9714759852558,0.607092495893566
0.161782280539829,0.165266216303191,0.586215179837812,590,256,4,330,-174.429080073429,18.2810422491251
1.71766970658383,6.85101573610222,0.106519434949559,590,256,4,330,-979.114040601802,0.00072986785401932
1.59232237679983,4.83528070254651,0.11228880422725,590,256,4,330,-979.161942275426,0.000870287519767997
